Added,URL,ListedPrice,Year,Make,Model,Trim,Body,Mileage,ManualTF,Drivetrain,Fuel,HP,Displacement,Engine,Combined MPG,State,Title Issues,AccidentsTF,Owners,Rental Use?,Fleet Use?,Age,Country
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=314910678/NONE,13491,2011,Audi,A5,2.0T quattro Premium,Coupe,94285,FALSE,AWD,Gas,211,2,I4,25,TX,No,FALSE,5,No,No,10,Germany
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=314904269/NONE,17991,2012,Audi,S5,4.2 quattro Premium,Coupe,113248,FALSE,AWD,Gas,354,4.2,V8,20,TX,No,FALSE,3,No,No,9,Germany
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=313870127/NONE,9995,2006,BMW,6 Series,650i,Coupe,96154,FALSE,RWD,Gas,360,4.8,V8,19,TX,No,TRUE,5,No,No,15,Germany
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=310611429/NONE,7995,2012,BMW,1 Series,128i,Coupe,126621,FALSE,RWD,Gas,230,3,I6,23,TX,No,TRUE,2,No,No,9,Germany
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=307771279/NONE,9299,2005,BMW,3 Series,325Ci,Coupe,70975,FALSE,RWD,Gas,184,2.5,I6,21,TX,No,FALSE,2,No,No,16,Germany
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=312956173/NONE,19997,2015,BMW,4 Series,428i xDrive,Coupe,90300,FALSE,AWD,Gas,240,2,I4,27,TX,No,FALSE,1,No,No,6,Germany
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=302225083/NONE,16995,2014,BMW,4 Series,435i,Coupe,129734,FALSE,RWD,Gas,300,3,I6,27,TX,No,FALSE,3,No,No,7,Germany
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=304261899/NONE,10295,2012,BMW,1 Series,128i,Coupe,98406,FALSE,RWD,Gas,230,3,I6,23,TX,No,FALSE,4,No,No,9,Germany
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=313198732/NONE,10500,2011,BMW,3 Series,328i,Coupe,117200,FALSE,AWD,Gas,230,3,I6,21,TX,No,FALSE,3,No,Yes,10,Germany
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=304130986/NONE,19291,2012,BMW,6 Series,650i,Coupe,90505,FALSE,RWD,Gas,400,4.4,V8,19,TX,No,TRUE,4,No,No,9,Germany
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=30000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=20000&sortType=DEAL_SCORE#listing=312787365/NONE,26997,2010,BMW,3 Series,M3,Coupe,102823,FALSE,RWD,Gas,414,4,V8,17,TX,No,TRUE,3,No,No,11,Germany
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=310363738/NONE,8500,1989,Buick,Reatta,,Coupe,82332,FALSE,FWD,Gas,165,3.8,V6,21,TX,No,FALSE,3,No,No,32,USA
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=313398216/NONE,11998,2000,Cadillac,Eldorado,ESC,Coupe,58867,FALSE,FWD,Gas,275,4.6,V8,20,TX,No,FALSE,4,No,Yes,21,USA
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=30000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=20000&sortType=DEAL_SCORE#listing=310297253/NONE,26991,2011,Cadillac,CTS-V,,Coupe,134323,FALSE,RWD,Gas,556,6.2,V8,15,TX,No,FALSE,1,No,No,10,USA
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=312176426/NONE,19500,2017,Chevrolet,Camaro,1LT,Coupe,69152,FALSE,RWD,Gas,275,2,I4,26,TX,No,FALSE,3,No,Yes,4,USA
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=313522196/NONE,19980,2004,Chevrolet,Corvette,,Coupe,57156,FALSE,RWD,Gas,350,5.7,V8,19,TX,No,FALSE,4,No,No,17,USA
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=30000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=20000&sortType=DEAL_SCORE#listing=311975734/NONE,27000,2016,Chevrolet,Camaro,1SS,Coupe,93363,FALSE,RWD,Gas,455,6.2,V8,22,TX,No,FALSE,3,No,No,5,USA
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=314825210/NONE,17500,2016,Dodge,Challenger,SXT,Coupe,99895,FALSE,RWD,Gas,305,3.6,V6,24,TX,Yes,TRUE,1,No,No,5,USA
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=309091198/NONE,19591,2010,Dodge,Challenger,R/T,Coupe,56464,FALSE,RWD,Gas,372,5.7,V8,20,TX,No,TRUE,3,No,No,11,USA
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=30000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=20000&sortType=DEAL_SCORE#listing=309036973/NONE,29991,2016,Dodge,Challenger,R/T Plus Shaker,Coupe,45762,TRUE,RWD,Gas,375,5.7,V8,19,TX,No,TRUE,2,No,No,5,USA
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=314110483/NONE,6499,2007,Ford,Mustang,GT Deluxe,Coupe,135256,FALSE,RWD,Gas,300,4.6,V8,18,TX,No,FALSE,6,No,Yes,14,USA
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=312406614/NONE,9250,2011,Ford,Mustang,,Coupe,141950,FALSE,RWD,Gas,305,3.7,V6,24,TX,No,FALSE,2,No,No,10,USA
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=314929731/NONE,16999,2017,Ford,Mustang,,Coupe,70403,FALSE,RWD,Gas,300,3.7,V6,22,TX,Yes,TRUE,3,No,No,4,USA
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=312005721/NONE,7299,2011,Honda,Civic,LX,Coupe,92583,FALSE,FWD,Gas,140,1.8,I4,30,TX,No,FALSE,4,No,No,10,Japan
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=314557359/NONE,5495,2011,Honda,Civic,EX,Coupe,149812,FALSE,FWD,Gas,140,1.8,I4,30,TX,Yes,TRUE,4,No,No,10,Japan
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=314048298/NONE,4994,2008,Honda,Accord,,Coupe,203339,FALSE,FWD,Gas,268,3.5,V6,23,TX,No,TRUE,7,No,No,13,Japan
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=310298806/NONE,14000,2015,Honda,Accord,LX-S,Coupe,74498,FALSE,FWD,Gas,185,2.4,I4,30,TX,No,TRUE,4,No,No,6,Japan
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=310799973/NONE,16850,2015,Honda,Civic,Si,Coupe,95740,TRUE,FWD,Gas,205,2.4,I4,26,TX,No,FALSE,2,No,No,6,Japan
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=312305381/NONE,13500,2016,Hyundai,Veloster,Turbo,Coupe,76961,TRUE,FWD,Gas,201,1.6,I4,29,TX,No,FALSE,1,No,No,5,South Korea
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=309928787/NONE,6800,2008,INFINITI,G37,Sport,Coupe,171248,TRUE,RWD,Gas,330,3.7,V6,21,TX,No,FALSE,4,No,No,13,Japan
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=314758305/NONE,6450,2004,INFINITI,G35,,Coupe,139263,FALSE,RWD,Gas,280,3.5,V6,19,TX,No,FALSE,3,No,No,17,Japan
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=313960744/NONE,16900,2014,INFINITI,Q60,Journey,Coupe,57125,FALSE,RWD,Gas,330,3.7,V6,23,TX,Yes,TRUE,3,No,No,7,Japan
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=313218007/NONE,18995,2010,Jaguar,XK-Series,XK,Coupe,61023,FALSE,RWD,Gas,385,5,V8,20,TX,No,FALSE,2,No,No,11,United Kingdom
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=314143216/NONE,16995,2000,Lexus,SC 400,,Coupe,99812,FALSE,RWD,Gas,290,4,V8,19,TX,No,FALSE,4,No,No,21,Japan
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=30000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=20000&sortType=DEAL_SCORE#listing=313831294/NONE,27991,2010,Maserati,GranTurismo,S,Coupe,79116,FALSE,RWD,Gas,433,4.7,V8,15,TX,No,FALSE,2,No,No,11,Italy
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=314893663/NONE,5888,2003,Mercedes-Benz,CLK-Class,CLK 320,Coupe,40866,FALSE,RWD,Gas,215,3.2,V6,20,TX,No,FALSE,1,No,No,18,Germany
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=299537567/NONE,14300,2013,Mercedes-Benz,C-Class,C 250,Coupe,66555,FALSE,RWD,Gas,201,1.8,I4,26,TX,No,TRUE,6,No,No,8,Germany
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=312226203/NONE,14998,2011,Mercedes-Benz,E-Class,E 550,Coupe,98027,FALSE,RWD,Gas,382,5.5,V8,19,TX,No,FALSE,3,No,No,10,Germany
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=307000369/NONE,16495,2014,Nissan,370Z,Touring,Coupe,117992,FALSE,RWD,Gas,332,3.7,V6,22,TX,No,FALSE,3,No,No,7,Japan
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=309048397/NONE,19999,2004,Pontiac,GTO,,Coupe,49100,FALSE,RWD,Gas,350,5.7,V8,17,TX,No,FALSE,4,No,No,17,USA
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=314733093/NONE,4900,2008,Scion,tC,,Coupe,165200,FALSE,FWD,Gas,161,2.4,I4,25,TX,No,TRUE,3,No,No,13,Japan
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=314581123/NONE,17493,2014,Scion,FR-S,Monogram,Coupe,84878,TRUE,RWD,Gas,200,2,H4,26,TX,No,TRUE,1,No,No,7,Japan
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=314879171/NONE,5777,2001,Toyota,Celica,GT,Coupe,178000,FALSE,FWD,Gas,140,1.8,I4,28,TX,No,FALSE,2,No,No,20,Japan
10/21/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&fuelTypes=2&maxPrice=20000&sortDir=ASC&beds=UNKNOWN&sourceContext=carGurusHomePageBody&bodyTypeGroupIds=5&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=312148186/NONE,6499,2008,Chrysler,Town & Country,Limited,Minivan,121256,FALSE,FWD,Gas,240,4,V6,19,TX,No,FALSE,3,No,No,13,USA
10/21/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&fuelTypes=2&maxPrice=20000&sortDir=ASC&beds=UNKNOWN&sourceContext=carGurusHomePageBody&bodyTypeGroupIds=5&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=310561345/NONE,17400,2018,Chrysler,Pacifica,L,Minivan,106759,FALSE,FWD,Gas,287,3.6,V6,23,TX,No,FALSE,1,No,No,3,USA
10/21/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&fuelTypes=2&maxPrice=20000&sortDir=ASC&beds=UNKNOWN&sourceContext=carGurusHomePageBody&bodyTypeGroupIds=5&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=310322510/NONE,17495,2014,Honda,Odyssey,Touring,Minivan,135863,FALSE,FWD,Gas,248,3.5,V6,23,TX,No,TRUE,1,No,No,7,Japan
10/21/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&fuelTypes=2&maxPrice=20000&sortDir=ASC&beds=UNKNOWN&sourceContext=carGurusHomePageBody&bodyTypeGroupIds=5&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=314645023/NONE,9995,2012,Mazda,MAZDA5,Grand Touring,Minivan,98108,FALSE,FWD,Gas,157,2.5,I4,24,TX,No,TRUE,2,No,No,9,Japan
10/21/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&fuelTypes=2&maxPrice=20000&sortDir=ASC&beds=UNKNOWN&sourceContext=carGurusHomePageBody&bodyTypeGroupIds=5&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=306191403/NONE,6000,2010,Volkswagen,Routan,SE,Minivan,152500,FALSE,FWD,Gas,197,3.8,V6,19,TX,No,TRUE,4,No,No,11,Germany
10/21/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&fuelTypes=2&maxPrice=20000&sortDir=ASC&beds=UNKNOWN&sourceContext=carGurusHomePageBody&bodyTypeGroupIds=5&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=312065643/NONE,4495,2005,Mazda,MPV,LX,Minivan,157888,FALSE,FWD,Gas,200,3,V6,19,TX,No,FALSE,3,No,No,16,Japan
10/21/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&fuelTypes=2&maxPrice=20000&sortDir=ASC&beds=UNKNOWN&sourceContext=carGurusHomePageBody&bodyTypeGroupIds=5&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=310290400/NONE,7495,2010,Dodge,Grand Caravan,Crew,Minivan,114152,FALSE,FWD,Gas,251,4,V6,21,TX,Yes,TRUE,1,No,No,11,USA
10/21/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&fuelTypes=2&maxPrice=20000&sortDir=ASC&beds=UNKNOWN&sourceContext=carGurusHomePageBody&bodyTypeGroupIds=5&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=313073105/NONE,7495,2007,Chevrolet,Uplander,LS Extended,Minivan,111561,FALSE,FWD,Gas,240,3.9,V6,19,TX,No,FALSE,4,Yes,No,14,USA
10/21/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&fuelTypes=2&maxPrice=20000&sortDir=ASC&beds=UNKNOWN&sourceContext=carGurusHomePageBody&bodyTypeGroupIds=5&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=311853894/NONE,13000,2013,Honda,Odyssey,EX-L,Minivan,203497,FALSE,FWD,Gas,248,3.5,V6,22,TX,No,TRUE,2,No,Yes,8,Japan
10/21/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&fuelTypes=2&maxPrice=20000&sortDir=ASC&beds=UNKNOWN&sourceContext=carGurusHomePageBody&bodyTypeGroupIds=5&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=314471897/NONE,12000,2012,Honda,Odyssey,EX-L,Minivan,810333,FALSE,FWD,Gas,248,3.5,V6,22,TX,No,TRUE,3,No,No,9,Japan
10/21/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&fuelTypes=2&maxPrice=20000&sortDir=ASC&beds=UNKNOWN&sourceContext=carGurusHomePageBody&bodyTypeGroupIds=5&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=310618469/NONE,19999,2015,Toyota,Sienna,XLE 8-Passenger,Minivan,75120,FALSE,FWD,Gas,266,3.5,V6,21,TX,No,TRUE,1,No,No,6,Japan
10/21/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePageBody&bodyTypeGroup=bg5&minPrice=0&maxPrice=10000&zip=77433#listing=307672762/NONE,7995,2011,Chevrolet,Silverado,1500 Work Truck LB,Pickup,154543,FALSE,4x2,Gas,195,4.3,V6,17,TX,No,FALSE,1,No,No,10,USA
10/21/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePageBody&bodyTypeGroup=bg5&minPrice=0&maxPrice=10000&zip=77433#listing=314285945/NONE,9450,2007,Toyota,Tundra,SR5 4.7L Double Cab,Pickup,156000,FALSE,RWD,Gas,271,4.7,V8,15,TX,Yes,TRUE,3,No,No,14,Japan
10/21/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePageBody&bodyTypeGroup=bg5&minPrice=0&maxPrice=10000&zip=77433#listing=311214206/NONE,8495,2008,Dodge,RAM 1500,ST Quad Cab,Pickup,151631,FALSE,RWD,Gas,310,4.7,V8,15,TX,No,FALSE,1,No,No,13,USA
10/21/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePageBody&bodyTypeGroup=bg5&minPrice=0&maxPrice=10000&zip=77433#listing=310744676/NONE,6200,2008,Chevrolet,Colorado,LT Crew Cab,Pickup,199503,FALSE,4x2,Gas,242,3.7,I5,19,TX,No,TRUE,4,No,No,13,USA
10/21/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePageBody&bodyTypeGroup=bg5&minPrice=0&maxPrice=10000&zip=77433#listing=305169893/NONE,7750,2003,Toyota,Tacoma,Prerunner,Pickup,265630,FALSE,RWD,Gas,190,3.4,V6,17,TX,No,FALSE,6,No,No,18,Japan
10/21/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePageBody&bodyTypeGroup=bg5&minPrice=0&maxPrice=10000&zip=77433#listing=306156805/NONE,8999,2005,Ford,F-150,Lariat SuperCrew,Pickup,197594,FALSE,RWD,Gas,300,5.4,V8,15,TX,No,FALSE,5,No,No,16,USA
10/21/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePageBody&bodyTypeGroup=bg5&minPrice=0&maxPrice=10000&zip=77433#listing=311823913/NONE,7995,2005,Nissan,Frontier,4-door Nismo Crew Cab SB,Pickup,220439,FALSE,RWD,Gas,265,4,V6,16,TX,No,FALSE,6,No,No,16,Japan
10/21/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePageBody&bodyTypeGroup=bg5&minPrice=0&maxPrice=10000&zip=77433#listing=312029179/NONE,7950,2007,Mitsubishi,Raider,LS Extended Cab,Pickup,133278,FALSE,RWD,Gas,210,3.7,V6,17,TX,No,TRUE,4,No,Yes,14,Japan
10/21/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePageBody&bodyTypeGroup=bg5&minPrice=0&maxPrice=10000&zip=77433#listing=302479496/NONE,2995,2000,Ford,Ranger,XL Standard Cab SB,Pickup,223734,FALSE,RWD,Gas,119,2.5,I4,20,TX,No,FALSE,5,No,Yes,21,USA
10/21/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePageBody&bodyTypeGroup=bg6&minPrice=0&maxPrice=30000&zip=77433#listing=311747782/NONE,10500,2012,Acura,TL,,Sedan,103425,FALSE,FWD,Gas,280,3.5,V6,24,TX,No,FALSE,3,No,No,9,Japan
