Added,URL, Price ,Year,Make,Model,Trim,Body,Mileage,Man0Auto1,Drivetrain,Fuel,HP,Displacement,Engine,Combined MPG,State,Title Issues,Accidents?,Owners,Rental Use?,Fleet Use?
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=30000&sortDir=ASC&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=1&distance=50&minPrice=20000&sortType=DEAL_SCORE#listing=308176637/NONE," $27,591 ",2018,Chevrolet,Camaro,1LT,Convertible,"37,249",1,RWD,Gas,335,3.6,V6,24,TX,No,No,2,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=30000&sortDir=ASC&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=1&distance=50&minPrice=20000&sortType=DEAL_SCORE#listing=312585283/NONE," $21,951 ",2013,INFINITI,G37,,Convertible,"46,326",1,RWD,Gas,325,3.7,V6,21,TX,No,No,2,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=30000&sortDir=ASC&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=1&distance=50&minPrice=20000&sortType=DEAL_SCORE#listing=298693155/NONE," $27,000 ",2017,Chevrolet,Camaro,1LT,Convertible,"79,180",1,RWD,Gas,335,3.6,V6,,TX,No,No,2,No,Yes
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=30000&sortDir=ASC&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=1&distance=50&minPrice=20000&sortType=DEAL_SCORE#listing=314910672/NONE," $24,491 ",2005,Chevrolet,Corvette,,Convertible,"45,448",1,RWD,Gas,400,6,V8,,TX,No,No,3,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=30000&sortDir=ASC&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=1&distance=50&minPrice=20000&sortType=DEAL_SCORE#listing=307123367/NONE," $25,999 ",2004,Cadillac,XLR,,Convertible,"29,688",1,RWD,Gas,320,4.6,V8,,TX,No,No,3,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=30000&sortDir=ASC&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=1&distance=50&minPrice=20000&sortType=DEAL_SCORE#listing=314735742/NONE," $20,995 ",2005,Chevrolet,Corvette,,Convertible,"86,973",0,RWD,Gas,400,6,V8,21,TX,No,No,1,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=30000&sortDir=ASC&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=1&distance=50&minPrice=20000&sortType=DEAL_SCORE#listing=315077365/NONE," $22,998 ",2007,Jaguar,XK-Series,XK,Convertible,"43,102",1,RWD,Gas,300,4.2,V8,20,TX,No,No,2,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=30000&sortDir=ASC&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=1&distance=50&minPrice=20000&sortType=DEAL_SCORE#listing=314820226/NONE," $26,491 ",2007,Jaguar,XK-Series,XK,Convertible,"33,836",1,RWD,Gas,420,4.2,V8,,TX,No,No,3,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=30000&sortDir=ASC&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=1&distance=50&minPrice=20000&sortType=DEAL_SCORE#listing=307216195/NONE," $29,900 ",2002,Pontiac,Firebird Trans Am,,Convertible,"31,384",0,RWD,Gas,325,5.7,V8,21,TX,No,No,5,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=30000&sortDir=ASC&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=1&distance=50&minPrice=20000&sortType=DEAL_SCORE#listing=314090389/NONE," $27,598 ",2003,Ford,Mustang,SVT Cobra Supercharged,Convertible,"89,340",0,RWD,Gas,390,4.6,V8,,TX,No,No,1,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=312005721/NONE," $7,299 ",2011,Honda,Civic,LX,Coupe,92583,1,FWD,Gas,140,1.8,I4,30,TX,No,0,4,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=314557359/NONE," $5,495 ",2011,Honda,Civic,EX,Coupe,149812,1,FWD,Gas,140,1.8,I4,30,TX,Yes,Yes,4,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=314733093/NONE," $4,900 ",2008,Scion,tC,,Coupe,"165,200",1,FWD,Gas,161,2.4,I4,25,TX,No,1,3,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=312453286/NONE," $8,495 ",2015,Hyundai,Veloster,,Coupe,"130,912",1,FWD,Gas,138,1.6,I4,,TX,No,No,3,Yes,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=314879171/NONE," $5,777 ",2001,Toyota,Celica,GT,Coupe,"178,000",1,FWD,Gas,140,1.8,I4,28,TX,No,No,2,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=309863015/NONE," $7,991 ",1995,Acura,Integra,LS,Coupe,"119,548",1,FWD,Gas,142,1.8,I4,,TX,No,No,4,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=313870127/NONE," $9,995 ",2006,BMW,6 Series,650i,Coupe,"96,154",1,RWD,Gas,360,4.8,V8,19,TX,No,2,5,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=314110483/NONE," $6,499 ",2007,Ford,Mustang,GT Deluxe,Coupe,"135,256",1,RWD,Gas,300,4.6,V8,18,TX,No,No,6,No,Yes
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=310611429/NONE," $7,995 ",2012,BMW,1 Series,128i,Coupe,"126,621",1,RWD,Gas,230,3,I6,23,TX,No,1,2,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=314701324/NONE," $7,995 ",2009,BMW,3 Series,328i,Coupe,"130,275",1,RWD,Gas,230,3,I6,,TX,No,1,2,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=307771279/NONE," $9,299 ",2005,BMW,3 Series,325Ci,Coupe,"70,975",1,RWD,Gas,184,2.5,I6,21,TX,No,No,2,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=309314733/NONE," $7,995 ",1992,Chevrolet,Camaro,RS,Coupe,"99,760",1,RWD,Gas,,5,V8,,TX,No,No,4,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=314893663/NONE," $5,888 ",2003,Mercedes-Benz,CLK-Class,CLK 320,Coupe,"40,866",1,RWD,Gas,215,3.2,V6,20,TX,No,No,1,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=313030710/NONE," $9,800 ",2010,Chevrolet,Camaro,2LT,Coupe,"138,000",1,RWD,Gas,304,3.6,V6,,TX,No,No,2,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=314048298/NONE," $4,994 ",2008,Honda,Accord,,Coupe,"203,339",1,FWD,Gas,268,3.5,V6,23,TX,No,1,7,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=312406614/NONE," $9,250 ",2011,Ford,Mustang,,Coupe,"141,950",1,RWD,Gas,305,3.7,V6,24,TX,No,No,2,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=309928787/NONE," $6,800 ",2008,INFINITI,G37,Sport,Coupe,"171,248",0,RWD,Gas,330,3.7,V6,21,TX,No,No,4,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=309808397/NONE," $9,599 ",2014,Ford,Mustang,,Coupe,"150,343",1,,Gas,305,3.7,V6,,TX,No,1,3,Yes,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=314758305/NONE," $6,450 ",2004,INFINITI,G35,,Coupe,"139,263",1,RWD,Gas,280,3.5,V6,19,TX,No,No,3,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=10000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=0&sortType=DEAL_SCORE#listing=310363738/NONE," $8,500 ",1989,Buick,Reatta,,Coupe,"82,332",1,FWD,Gas,165,3.8,V6,21,TX,No,No,3,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=314222501/NONE," $19,992 ",2015,Subaru,BRZ,Limited,Coupe,"72,439",1,RWD,Gas,,2,H4,,TX,No,No,2,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=313885509/NONE," $17,493 ",2015,Subaru,BRZ,Premium,Coupe,"99,322",0,RWD,Gas,,2,H4,26,TX,No,No,3,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=314581123/NONE," $17,493 ",2014,Scion,FR-S,Monogram,Coupe,"84,878",0,RWD,Gas,200,2,H4,26,TX,No,1,1,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=312176426/NONE," $19,500 ",2017,Chevrolet,Camaro,1LT,Coupe,"69,152",1,RWD,Gas,275,2,I4,26,TX,No,No,3,No,Yes
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=312305381/NONE," $13,500 ",2016,Hyundai,Veloster,Turbo,Coupe,"76,961",0,FWD,Gas,201,1.6,I4,29,TX,No,No,1,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=310298806/NONE," $14,000 ",2015,Honda,Accord,LX-S,Coupe,"74,498",CVT,FWD,Gas,185,2.4,I4,30,TX,No,2,4,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=299537567/NONE," $14,300 ",2013,Mercedes-Benz,C-Class,C 250,Coupe,"66,555",1,RWD,Gas,201,1.8,I4,26,TX,No,3,6,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=311326947/NONE," $16,791 ",2011,Audi,TT,2.0T quattro Premium,Coupe,"74,222",1,AWD,Gas,211,2,I4,,TX,No,No,2,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=310799973/NONE," $16,850 ",2015,Honda,Civic,Si,Coupe,"95,740",0,FWD,Gas,205,2.4,I4,26,TX,No,No,2,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=312956173/NONE," $19,997 ",2015,BMW,4 Series,428i xDrive,Coupe,"90,300",1,AWD,Gas,240,2,I4,27,TX,No,No,1,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=312887299/NONE," $17,549 ",2016,Scion,tC,,Coupe,"62,336",1,,Gas,179,2.5,I4,,TX,No,No,1,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=311975802/NONE," $15,995 ",2016,Hyundai,Veloster,Turbo,Coupe,"64,087",1,FWD,Gas,201,1.6,I4,,TX,No,No,2,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=314910678/NONE," $13,491 ",2011,Audi,A5,2.0T quattro Premium,Coupe,"94,285",1,AWD,Gas,211,2,I4,25,TX,No,No,5,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=314929731/NONE," $16,999 ",2017,Ford,Mustang,,Coupe,"70,403",1,RWD,Gas,300,3.7,V6,22,TX,Yes,Yes,3,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=307000369/NONE," $16,495 ",2014,Nissan,370Z,Touring,Coupe,"117,992",1,RWD,Gas,332,3.7,V6,22,TX,No,No,3,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=313960744/NONE," $16,900 ",2014,INFINITI,Q60,Journey,Coupe,"57,125",1,RWD,Gas,330,3.7,V6,23,TX,Yes,Yes,3,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=314825210/NONE," $17,500 ",2016,Dodge,Challenger,SXT,Coupe,"99,895",1,RWD,Gas,305,3.6,V6,24,TX,Yes,Yes,1,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=302225083/NONE," $16,995 ",2014,BMW,4 Series,435i,Coupe,"129,734",1,RWD,Gas,300,3,I6,27,TX,No,No,3,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=313933093/NONE," $12,799 ",2008,BMW,3 Series,335i,Coupe,"71,856",,RWD,Gas,300,3,I6,,TX,No,No,6,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=304261899/NONE," $10,295 ",2012,BMW,1 Series,128i,Coupe,"98,406",1,RWD,Gas,230,3,I6,23,TX,No,No,4,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=313198732/NONE," $10,500 ",2011,BMW,3 Series,328i,Coupe,"117,200",1,AWD,Gas,230,3,I6,21,TX,No,No,3,No,Yes
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=313218007/NONE," $18,995 ",2010,Jaguar,XK-Series,XK,Coupe,"61,023",1,RWD,Gas,385,5,V8,20,TX,No,No,2,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=309091198/NONE," $19,591 ",2010,Dodge,Challenger,R/T,Coupe,"56,464",1,RWD,Gas,372,5.7,V8,20,TX,No,2,3,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=313522196/NONE," $19,980 ",2004,Chevrolet,Corvette,,Coupe,"57,156",1,RWD,Gas,350,5.7,V8,19,TX,No,No,4,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=314904269/NONE," $17,991 ",2012,Audi,S5,4.2 quattro Premium,Coupe,"113,248",1,AWD,Gas,354,4.2,V8,20,TX,No,No,3,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=304130986/NONE," $19,291 ",2012,BMW,6 Series,650i,Coupe,"90,505",1,RWD,Gas,400,4.4,V8,19,TX,No,1,4,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=309048397/NONE," $19,999 ",2004,Pontiac,GTO,,Coupe,"49,100",1,RWD,Gas,350,5.7,V8,17,TX,No,No,4,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=312226203/NONE," $14,998 ",2011,Mercedes-Benz,E-Class,E 550,Coupe,"98,027",1,RWD,Gas,382,5.5,V8,19,TX,No,No,3,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=313398216/NONE," $11,998 ",2000,Cadillac,Eldorado,ESC,Coupe,"58,867",1,FWD,Gas,275,4.6,V8,20,TX,No,No,4,No,Yes
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=10000&maxPrice=20000&zip=77433#listing=314143216/NONE," $16,995 ",2000,Lexus,SC 400,,Coupe,"99,812",1,RWD,Gas,290,4,V8,19,TX,No,No,4,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=30000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=20000&sortType=DEAL_SCORE#listing=313831294/NONE," $27,991 ",2010,Maserati,GranTurismo,S,Coupe,"79,116",1,RWD,Gas,433,4.7,V8,15,TX,No,No,2,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=30000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=20000&sortType=DEAL_SCORE#listing=312787365/NONE," $26,997 ",2010,BMW,3 Series,M3,Coupe,"102,823",1,RWD,Gas,414,4,V8,17,TX,No,1,3,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=30000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=20000&sortType=DEAL_SCORE#listing=310297253/NONE," $26,991 ",2011,Cadillac,CTS-V,,Coupe,"134,323",1,RWD,Gas,556,6.2,V8,15,TX,No,No,1,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=30000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=20000&sortType=DEAL_SCORE#listing=311975734/NONE," $27,000 ",2016,Chevrolet,Camaro,1SS,Coupe,"93,363",1,RWD,Gas,455,6.2,V8,22,TX,No,No,3,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=30000&sortDir=ASC&engines=V8&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=0&distance=50&minPrice=20000&sortType=DEAL_SCORE#listing=309036973/NONE," $29,991 ",2016,Dodge,Challenger,R/T Plus Shaker,Coupe,"45,762",0,RWD,Gas,375,5.7,V8,19,TX,No,1,2,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=0&maxPrice=10000&zip=77433#listing=312987547/NONE," $8,999 ",2014,Ford,Escape,Titanium,SUV,127856,1,FWD,Gas,,1.6,I4,27,TX,No,No,2,No,No
